colextarget	copair	meaning	signal	sender	row	isburnin	condition	dyad	meaningpair	row2
no	zone	trip	soqa	1_2	46	FALSE	first_target	1	trip-zone	-0.328358208955224
no	abdomen	area	huwo	1_1	47	FALSE	first_target	1	abdomen-area	-0.313432835820896
no	area	abdomen	huwo	1_1	51	FALSE	first_target	1	abdomen-area	-0.253731343283582
no	belly	zone	wusa	1_1	53	FALSE	first_target	1	belly-zone	-0.223880597014925
no	area	abdomen	huwo	1_2	56	FALSE	first_target	1	abdomen-area	-0.17910447761194
no	dentist	belly	leho	1_1	59	FALSE	first_target	1	belly-dentist	-0.134328358208955
no	grade	area	huwo	1_2	60	FALSE	first_target	1	area-grade	-0.119402985074627
no	zone	belly	qolu	1_1	63	FALSE	first_target	1	belly-zone	-0.0746268656716418
no	dentist	journey	leho	1_1	65	FALSE	first_target	1	dentist-journey	-0.0447761194029851
no	abdomen	area	huwo	1_1	67	FALSE	first_target	1	abdomen-area	-0.0149253731343284
no	grade	abdomen	huwo	1_2	70	FALSE	first_target	1	abdomen-grade	0.0298507462686567
no	music	trip	niwa	1_2	72	FALSE	first_target	1	music-trip	0.0597014925373134
no	music	journey	niwa	1_1	73	FALSE	first_target	1	journey-music	0.0746268656716418
no	journey	belly	leho	1_1	75	FALSE	first_target	1	belly-journey	0.104477611940299
no	abdomen	area	huwo	1_2	76	FALSE	first_target	1	abdomen-area	0.119402985074627
no	area	abdomen	huwo	1_2	78	FALSE	first_target	1	abdomen-area	0.149253731343284
no	belly	journey	leho	1_1	79	FALSE	first_target	1	belly-journey	0.164179104477612
no	belly	zone	qolu	1_1	81	FALSE	first_target	1	belly-zone	0.194029850746269
no	grade	abdomen	huwo	1_1	83	FALSE	first_target	1	abdomen-grade	0.223880597014925
no	journey	belly	wusa	1_2	84	FALSE	first_target	1	belly-journey	0.238805970149254
no	zone	abdomen	qolu	1_1	85	FALSE	first_target	1	abdomen-zone	0.253731343283582
no	tax	trip	soqa	1_1	87	FALSE	first_target	1	tax-trip	0.283582089552239
no	abdomen	journey	huwo	1_1	89	FALSE	first_target	1	abdomen-journey	0.313432835820896
no	grade	journey	huwo	1_2	90	FALSE	first_target	1	grade-journey	0.328358208955224
no	grade	area	huwo	1_2	96	FALSE	first_target	1	area-grade	0.417910447761194
no	journey	abdomen	huwo	1_1	101	FALSE	first_target	1	abdomen-journey	0.492537313432836
no	tax	zone	soqa	1_2	102	FALSE	first_target	1	tax-zone	0.507462686567164
no	dentist	belly	leho	1_2	104	FALSE	first_target	1	belly-dentist	0.537313432835821
no	journey	belly	leho	1_1	105	FALSE	first_target	1	belly-journey	0.552238805970149
no	zone	trip	soqa	1_2	106	FALSE	first_target	1	trip-zone	0.567164179104478
no	belly	journey	leho	1_2	110	FALSE	first_target	1	belly-journey	0.626865671641791
no	belly	journey	leho	1_1	111	FALSE	first_target	1	belly-journey	0.641791044776119
no	grade	area	huwo	1_1	113	FALSE	first_target	1	area-grade	0.671641791044776
no	tax	trip	soqa	1_1	117	FALSE	first_target	1	tax-trip	0.73134328358209
no	grade	area	huwo	1_2	126	FALSE	first_target	1	area-grade	0.865671641791045
no	zone	abdomen	qolu	1_2	128	FALSE	first_target	1	abdomen-zone	0.895522388059702
yes	abdomen	belly	qolu	1_2	134	FALSE	first_target	1	abdomen-belly	0.985074626865672
no	grade	area	huwo	1_1	135	FALSE	first_target	1	area-grade	1
no	sunset	zone	naqe	2_2	46	FALSE	first_baseline	2	sunset-zone	-0.328358208955224
no	sunset	area	naqe	2_1	47	FALSE	first_baseline	2	area-sunset	-0.313432835820896
yes	purse	bag	lemo	2_1	49	FALSE	first_baseline	2	bag-purse	-0.283582089552239
yes	author	creator	hufo	2_2	50	FALSE	first_baseline	2	author-creator	-0.26865671641791
yes	creator	author	hete	2_1	51	FALSE	first_baseline	2	author-creator	-0.253731343283582
yes	creator	author	hufo	2_1	53	FALSE	first_baseline	2	author-creator	-0.223880597014925
yes	purse	bag	lemo	2_2	54	FALSE	first_baseline	2	bag-purse	-0.208955223880597
yes	bag	purse	lemo	2_1	55	FALSE	first_baseline	2	bag-purse	-0.194029850746269
yes	author	creator	hufo	2_1	59	FALSE	first_baseline	2	author-creator	-0.134328358208955
no	trial	zone	moqa	2_1	61	FALSE	first_baseline	2	trial-zone	-0.104477611940299
no	author	area	hete	2_1	63	FALSE	first_baseline	2	area-author	-0.0746268656716418
yes	zone	area	moqa	2_1	65	FALSE	first_baseline	2	area-zone	-0.0447761194029851
yes	area	zone	moqa	2_1	67	FALSE	first_baseline	2	area-zone	-0.0149253731343284
no	trial	zone	moqa	2_2	70	FALSE	first_baseline	2	trial-zone	0.0298507462686567
yes	creator	author	hufo	2_2	74	FALSE	first_baseline	2	author-creator	0.0895522388059701
yes	author	creator	hufo	2_2	76	FALSE	first_baseline	2	author-creator	0.119402985074627
yes	bag	purse	lemo	2_2	86	FALSE	first_baseline	2	bag-purse	0.26865671641791
no	trial	zone	moqa	2_1	87	FALSE	first_baseline	2	trial-zone	0.283582089552239
yes	purse	bag	lemo	2_2	88	FALSE	first_baseline	2	bag-purse	0.298507462686567
yes	creator	author	hufo	2_1	89	FALSE	first_baseline	2	author-creator	0.313432835820896
yes	zone	area	moqa	2_1	91	FALSE	first_baseline	2	area-zone	0.343283582089552
no	trial	area	moqa	2_2	92	FALSE	first_baseline	2	area-trial	0.358208955223881
yes	area	zone	moqa	2_1	93	FALSE	first_baseline	2	area-zone	0.373134328358209
yes	bag	purse	lemo	2_2	102	FALSE	first_baseline	2	bag-purse	0.507462686567164
yes	creator	author	hufo	2_2	104	FALSE	first_baseline	2	author-creator	0.537313432835821
no	area	creator	hete	2_1	107	FALSE	first_baseline	2	area-creator	0.582089552238806
yes	area	zone	moqa	2_2	110	FALSE	first_baseline	2	area-zone	0.626865671641791
yes	purse	bag	lemo	2_2	118	FALSE	first_baseline	2	bag-purse	0.746268656716418
yes	purse	bag	lemo	2_1	121	FALSE	first_baseline	2	bag-purse	0.791044776119403
no	trial	area	moqa	2_2	122	FALSE	first_baseline	2	area-trial	0.805970149253731
yes	author	creator	hufo	2_2	124	FALSE	first_baseline	2	author-creator	0.835820895522388
yes	bag	purse	lemo	2_1	125	FALSE	first_baseline	2	bag-purse	0.850746268656716
yes	bag	purse	lemo	2_2	130	FALSE	first_baseline	2	bag-purse	0.925373134328358
yes	area	zone	moqa	2_2	132	FALSE	first_baseline	2	area-zone	0.955223880597015
no	trial	zone	moqa	2_1	133	FALSE	first_baseline	2	trial-zone	0.970149253731343
yes	abdomen	belly	simo	3_2	48	FALSE	first_target	3	abdomen-belly	-0.298507462686567
no	jail	zone	hinu	3_2	50	FALSE	first_target	3	jail-zone	-0.26865671641791
no	area	trip	muno	3_2	54	FALSE	first_target	3	area-trip	-0.208955223880597
no	actor	trip	muno	3_1	55	FALSE	first_target	3	actor-trip	-0.194029850746269
yes	belly	abdomen	simo	3_2	62	FALSE	first_target	3	abdomen-belly	-0.0895522388059701
no	trip	belly	muno	3_1	65	FALSE	first_target	3	belly-trip	-0.0447761194029851
yes	abdomen	belly	simo	3_2	70	FALSE	first_target	3	abdomen-belly	0.0298507462686567
no	zone	trip	hinu	3_2	82	FALSE	first_target	3	trip-zone	0.208955223880597
no	order	area	loqu	3_2	84	FALSE	first_target	3	area-order	0.238805970149254
yes	journey	trip	fura	3_1	85	FALSE	first_target	3	journey-trip	0.253731343283582
no	order	area	loqu	3_1	87	FALSE	first_target	3	area-order	0.283582089552239
no	trip	zone	hinu	3_2	98	FALSE	first_target	3	trip-zone	0.447761194029851
no	trip	zone	hinu	3_1	99	FALSE	first_target	3	trip-zone	0.462686567164179
yes	belly	abdomen	simo	3_2	100	FALSE	first_target	3	abdomen-belly	0.477611940298507
yes	abdomen	belly	simo	3_2	102	FALSE	first_target	3	abdomen-belly	0.507462686567164
yes	area	zone	loqu	3_1	103	FALSE	first_target	3	area-zone	0.522388059701492
yes	trip	journey	fura	3_1	107	FALSE	first_target	3	journey-trip	0.582089552238806
yes	belly	abdomen	simo	3_2	108	FALSE	first_target	3	abdomen-belly	0.597014925373134
yes	abdomen	belly	simo	3_1	109	FALSE	first_target	3	abdomen-belly	0.611940298507463
no	zone	trip	hinu	3_2	112	FALSE	first_target	3	trip-zone	0.656716417910448
no	jail	zone	rowi	3_1	117	FALSE	first_target	3	jail-zone	0.73134328358209
no	jail	zone	rowi	3_2	120	FALSE	first_target	3	jail-zone	0.776119402985075
yes	belly	abdomen	simo	3_1	123	FALSE	first_target	3	abdomen-belly	0.82089552238806
no	order	area	loqu	3_2	130	FALSE	first_target	3	area-order	0.925373134328358
no	style	shore	ruso	4_2	48	FALSE	first_baseline	4	shore-style	-0.298507462686567
no	job	coast	qire	4_1	53	FALSE	first_baseline	4	coast-job	-0.223880597014925
no	card	job	miqu	4_2	56	FALSE	first_baseline	4	card-job	-0.17910447761194
no	coast	task	qire	4_1	57	FALSE	first_baseline	4	coast-task	-0.164179104477612
yes	shore	coast	huhe	4_1	61	FALSE	first_baseline	4	coast-shore	-0.104477611940299
no	task	shore	miqu	4_1	63	FALSE	first_baseline	4	shore-task	-0.0746268656716418
no	shore	task	ruso	4_2	66	FALSE	first_baseline	4	shore-task	-0.0298507462686567
yes	shore	coast	miqu	4_1	69	FALSE	first_baseline	4	coast-shore	0.0149253731343284
no	bone	task	ruso	4_1	75	FALSE	first_baseline	4	bone-task	0.104477611940299
no	task	style	wala	4_2	78	FALSE	first_baseline	4	style-task	0.149253731343284
yes	task	job	qire	4_1	79	FALSE	first_baseline	4	job-task	0.164179104477612
no	bone	job	ruso	4_2	82	FALSE	first_baseline	4	bone-job	0.208955223880597
no	crowd	task	qire	4_2	84	FALSE	first_baseline	4	crowd-task	0.238805970149254
yes	job	task	qire	4_1	87	FALSE	first_baseline	4	job-task	0.283582089552239
yes	coast	shore	miqu	4_1	91	FALSE	first_baseline	4	coast-shore	0.343283582089552
no	job	shore	ruso	4_2	92	FALSE	first_baseline	4	job-shore	0.358208955223881
no	shore	job	ruso	4_2	94	FALSE	first_baseline	4	job-shore	0.388059701492537
yes	coast	shore	huhe	4_1	97	FALSE	first_baseline	4	coast-shore	0.432835820895522
yes	task	job	qire	4_1	103	FALSE	first_baseline	4	job-task	0.522388059701492
yes	job	task	miqu	4_2	104	FALSE	first_baseline	4	job-task	0.537313432835821
yes	job	task	qire	4_1	109	FALSE	first_baseline	4	job-task	0.611940298507463
no	bone	shore	ruso	4_2	110	FALSE	first_baseline	4	bone-shore	0.626865671641791
no	shore	job	ruso	4_2	112	FALSE	first_baseline	4	job-shore	0.656716417910448
yes	task	job	qire	4_1	115	FALSE	first_baseline	4	job-task	0.701492537313433
yes	job	task	qire	4_1	117	FALSE	first_baseline	4	job-task	0.73134328358209
no	bone	shore	ruso	4_2	122	FALSE	first_baseline	4	bone-shore	0.805970149253731
no	card	coast	miqu	4_1	123	FALSE	first_baseline	4	card-coast	0.82089552238806
no	bone	shore	ruso	4_1	129	FALSE	first_baseline	4	bone-shore	0.91044776119403
yes	drizzle	rain	lemi	5_1	51	FALSE	first_target	5	drizzle-rain	-0.253731343283582
no	task	style	popi	5_2	52	FALSE	first_target	5	style-task	-0.238805970149254
no	rain	style	lemi	5_1	55	FALSE	first_target	5	rain-style	-0.194029850746269
no	rain	task	holu	5_2	56	FALSE	first_target	5	rain-task	-0.17910447761194
yes	style	fashion	moma	5_1	57	FALSE	first_target	5	fashion-style	-0.164179104477612
no	style	job	popi	5_2	60	FALSE	first_target	5	job-style	-0.119402985074627
no	journal	task	popi	5_1	61	FALSE	first_target	5	journal-task	-0.104477611940299
no	journal	fashion	moma	5_2	66	FALSE	first_target	5	fashion-journal	-0.0298507462686567
no	style	rain	lemi	5_1	71	FALSE	first_target	5	rain-style	0.0447761194029851
no	journal	style	popi	5_2	74	FALSE	first_target	5	journal-style	0.0895522388059701
yes	fashion	style	moma	5_1	77	FALSE	first_target	5	fashion-style	0.134328358208955
yes	fashion	style	moma	5_2	82	FALSE	first_target	5	fashion-style	0.208955223880597
yes	rain	drizzle	lemi	5_1	83	FALSE	first_target	5	drizzle-rain	0.223880597014925
no	journal	job	popi	5_2	94	FALSE	first_target	5	job-journal	0.388059701492537
yes	drizzle	rain	lemi	5_1	95	FALSE	first_target	5	drizzle-rain	0.402985074626866
yes	drizzle	rain	lemi	5_2	96	FALSE	first_target	5	drizzle-rain	0.417910447761194
yes	rain	drizzle	lemi	5_1	97	FALSE	first_target	5	drizzle-rain	0.432835820895522
yes	style	fashion	moma	5_1	99	FALSE	first_target	5	fashion-style	0.462686567164179
yes	job	task	holu	5_1	101	FALSE	first_target	5	job-task	0.492537313432836
yes	fashion	style	moma	5_1	103	FALSE	first_target	5	fashion-style	0.522388059701492
yes	drizzle	rain	lemi	5_1	105	FALSE	first_target	5	drizzle-rain	0.552238805970149
yes	style	fashion	moma	5_2	108	FALSE	first_target	5	fashion-style	0.597014925373134
yes	task	job	holu	5_2	110	FALSE	first_target	5	job-task	0.626865671641791
yes	task	job	holu	5_1	111	FALSE	first_target	5	job-task	0.641791044776119
yes	style	fashion	moma	5_1	115	FALSE	first_target	5	fashion-style	0.701492537313433
no	rain	style	lemi	5_2	116	FALSE	first_target	5	rain-style	0.716417910447761
yes	job	task	holu	5_2	120	FALSE	first_target	5	job-task	0.776119402985075
no	rain	style	lemi	5_1	121	FALSE	first_target	5	rain-style	0.791044776119403
no	style	drizzle	lemi	5_2	122	FALSE	first_target	5	drizzle-style	0.805970149253731
no	journal	task	popi	5_1	123	FALSE	first_target	5	journal-task	0.82089552238806
no	style	drizzle	lemi	5_1	125	FALSE	first_target	5	drizzle-style	0.850746268656716
yes	drizzle	rain	lemi	5_2	126	FALSE	first_target	5	drizzle-rain	0.865671641791045
no	journal	task	popi	5_1	133	FALSE	first_target	5	journal-task	0.970149253731343
no	gate	drizzle	weso	6_2	48	FALSE	first_baseline	6	drizzle-gate	-0.298507462686567
yes	fashion	style	pipi	6_1	51	FALSE	first_baseline	6	fashion-style	-0.253731343283582
no	theft	job	lupo	6_1	55	FALSE	first_baseline	6	job-theft	-0.194029850746269
no	nephew	task	palo	6_1	57	FALSE	first_baseline	6	nephew-task	-0.164179104477612
no	drizzle	job	lupo	6_2	58	FALSE	first_baseline	6	drizzle-job	-0.149253731343284
no	job	style	mewu	6_2	62	FALSE	first_baseline	6	job-style	-0.0895522388059701
yes	style	fashion	pipi	6_1	63	FALSE	first_baseline	6	fashion-style	-0.0746268656716418
no	gate	drizzle	weso	6_1	65	FALSE	first_baseline	6	drizzle-gate	-0.0447761194029851
yes	style	fashion	pipi	6_2	66	FALSE	first_baseline	6	fashion-style	-0.0298507462686567
no	gate	drizzle	weso	6_2	68	FALSE	first_baseline	6	drizzle-gate	0
no	nephew	rain	palo	6_1	69	FALSE	first_baseline	6	nephew-rain	0.0149253731343284
yes	fashion	style	pipi	6_1	71	FALSE	first_baseline	6	fashion-style	0.0447761194029851
no	squad	task	limu	6_2	76	FALSE	first_baseline	6	squad-task	0.119402985074627
no	nephew	rain	palo	6_2	78	FALSE	first_baseline	6	nephew-rain	0.149253731343284
no	gate	drizzle	weso	6_1	83	FALSE	first_baseline	6	drizzle-gate	0.223880597014925
yes	fashion	style	pipi	6_2	84	FALSE	first_baseline	6	fashion-style	0.238805970149254
yes	job	task	lupo	6_1	87	FALSE	first_baseline	6	job-task	0.283582089552239
yes	style	fashion	pipi	6_1	89	FALSE	first_baseline	6	fashion-style	0.313432835820896
yes	job	task	lupo	6_2	90	FALSE	first_baseline	6	job-task	0.328358208955224
yes	style	fashion	pipi	6_2	94	FALSE	first_baseline	6	fashion-style	0.388059701492537
yes	fashion	style	pipi	6_2	96	FALSE	first_baseline	6	fashion-style	0.417910447761194
no	theft	task	mewu	6_1	101	FALSE	first_baseline	6	task-theft	0.492537313432836
no	theft	job	limu	6_1	103	FALSE	first_baseline	6	job-theft	0.522388059701492
no	gate	drizzle	weso	6_2	104	FALSE	first_baseline	6	drizzle-gate	0.537313432835821
no	style	task	mewu	6_2	108	FALSE	first_baseline	6	style-task	0.597014925373134
yes	fashion	style	pipi	6_1	109	FALSE	first_baseline	6	fashion-style	0.611940298507463
no	nephew	rain	palo	6_1	111	FALSE	first_baseline	6	nephew-rain	0.641791044776119
no	gate	drizzle	weso	6_2	114	FALSE	first_baseline	6	drizzle-gate	0.686567164179104
no	nephew	rain	palo	6_2	116	FALSE	first_baseline	6	nephew-rain	0.716417910447761
yes	style	fashion	pipi	6_1	117	FALSE	first_baseline	6	fashion-style	0.73134328358209
no	theft	fashion	limu	6_2	118	FALSE	first_baseline	6	fashion-theft	0.746268656716418
no	fashion	job	limu	6_2	132	FALSE	first_baseline	6	fashion-job	0.955223880597015
yes	fashion	style	pipi	6_1	135	FALSE	first_baseline	6	fashion-style	1
no	organ	drizzle	muta	7_2	50	FALSE	first_target	7	drizzle-organ	-0.26865671641791
no	fashion	task	lahe	7_1	51	FALSE	first_target	7	fashion-task	-0.253731343283582
no	task	fashion	lahe	7_2	52	FALSE	first_target	7	fashion-task	-0.238805970149254
no	organ	drizzle	muta	7_2	58	FALSE	first_target	7	drizzle-organ	-0.149253731343284
no	rain	style	pami	7_1	61	FALSE	first_target	7	rain-style	-0.104477611940299
no	task	fashion	lahe	7_1	63	FALSE	first_target	7	fashion-task	-0.0746268656716418
no	fashion	task	lahe	7_2	64	FALSE	first_target	7	fashion-task	-0.0597014925373134
no	organ	drizzle	muta	7_1	65	FALSE	first_target	7	drizzle-organ	-0.0447761194029851
no	fashion	task	lahe	7_1	67	FALSE	first_target	7	fashion-task	-0.0149253731343284
no	task	fashion	lahe	7_2	70	FALSE	first_target	7	fashion-task	0.0298507462686567
no	task	fashion	lahe	7_1	71	FALSE	first_target	7	fashion-task	0.0447761194029851
no	fashion	job	lahe	7_2	72	FALSE	first_target	7	fashion-job	0.0597014925373134
yes	drizzle	rain	muta	7_2	74	FALSE	first_target	7	drizzle-rain	0.0895522388059701
no	style	rain	pami	7_1	75	FALSE	first_target	7	rain-style	0.104477611940299
no	rain	style	pami	7_1	79	FALSE	first_target	7	rain-style	0.164179104477612
no	job	fashion	lahe	7_2	86	FALSE	first_target	7	fashion-job	0.26865671641791
no	fashion	task	lahe	7_1	87	FALSE	first_target	7	fashion-task	0.283582089552239
no	fashion	task	lahe	7_2	96	FALSE	first_target	7	fashion-task	0.417910447761194
no	task	fashion	lahe	7_2	100	FALSE	first_target	7	fashion-task	0.477611940298507
no	style	rain	pami	7_1	101	FALSE	first_target	7	rain-style	0.492537313432836
no	fashion	task	lahe	7_2	102	FALSE	first_target	7	fashion-task	0.507462686567164
no	task	fashion	lahe	7_1	105	FALSE	first_target	7	fashion-task	0.552238805970149
no	fashion	task	lahe	7_1	107	FALSE	first_target	7	fashion-task	0.582089552238806
no	style	rain	pami	7_2	108	FALSE	first_target	7	rain-style	0.597014925373134
yes	rain	drizzle	muta	7_2	110	FALSE	first_target	7	drizzle-rain	0.626865671641791
no	rain	style	pami	7_1	113	FALSE	first_target	7	rain-style	0.671641791044776
no	task	fashion	lahe	7_1	115	FALSE	first_target	7	fashion-task	0.701492537313433
no	rain	style	pami	7_2	116	FALSE	first_target	7	rain-style	0.716417910447761
no	style	rain	pami	7_2	120	FALSE	first_target	7	rain-style	0.776119402985075
no	organ	drizzle	muta	7_1	123	FALSE	first_target	7	drizzle-organ	0.82089552238806
no	style	rain	pami	7_1	127	FALSE	first_target	7	rain-style	0.880597014925373
no	rain	style	pami	7_1	131	FALSE	first_target	7	rain-style	0.940298507462687
yes	author	creator	wuqa	8_1	47	FALSE	first_baseline	8	author-creator	-0.313432835820896
no	poverty	bag	nafe	8_1	51	FALSE	first_baseline	8	bag-poverty	-0.253731343283582
yes	creator	author	wuqa	8_2	54	FALSE	first_baseline	8	author-creator	-0.208955223880597
yes	author	creator	wuqa	8_2	60	FALSE	first_baseline	8	author-creator	-0.119402985074627
no	poverty	bag	nafe	8_2	72	FALSE	first_baseline	8	bag-poverty	0.0597014925373134
yes	creator	author	wuqa	8_2	78	FALSE	first_baseline	8	author-creator	0.149253731343284
yes	shore	coast	rosu	8_1	87	FALSE	first_baseline	8	coast-shore	0.283582089552239
yes	author	creator	wuqa	8_2	88	FALSE	first_baseline	8	author-creator	0.298507462686567
no	coast	purse	rosu	8_1	93	FALSE	first_baseline	8	coast-purse	0.373134328358209
no	atom	coast	quti	8_2	102	FALSE	first_baseline	8	atom-coast	0.507462686567164
no	poverty	bag	nafe	8_1	103	FALSE	first_baseline	8	bag-poverty	0.522388059701492
yes	creator	author	wuqa	8_1	109	FALSE	first_baseline	8	author-creator	0.611940298507463
yes	creator	author	wuqa	8_2	110	FALSE	first_baseline	8	author-creator	0.626865671641791
no	purse	shore	rosu	8_1	117	FALSE	first_baseline	8	purse-shore	0.73134328358209
yes	bag	purse	nafe	8_1	121	FALSE	first_baseline	8	bag-purse	0.791044776119403
no	poverty	bag	nafe	8_2	122	FALSE	first_baseline	8	bag-poverty	0.805970149253731
yes	purse	bag	nafe	8_1	123	FALSE	first_baseline	8	bag-purse	0.82089552238806
yes	author	creator	wuqa	8_1	125	FALSE	first_baseline	8	author-creator	0.850746268656716
yes	creator	author	wuqa	8_1	129	FALSE	first_baseline	8	author-creator	0.91044776119403
yes	coast	shore	naqo	9_2	48	FALSE	first_target	9	coast-shore	-0.298507462686567
no	ceiling	job	huna	9_2	52	FALSE	first_target	9	ceiling-job	-0.238805970149254
yes	task	job	rupo	9_2	54	FALSE	first_target	9	job-task	-0.208955223880597
no	article	coast	naqo	9_1	55	FALSE	first_target	9	article-coast	-0.194029850746269
yes	shore	coast	naqo	9_2	58	FALSE	first_target	9	coast-shore	-0.149253731343284
no	article	pair	mufi	9_1	61	FALSE	first_target	9	article-pair	-0.104477611940299
yes	pair	couple	mufi	9_2	62	FALSE	first_target	9	couple-pair	-0.0895522388059701
yes	coast	shore	naqo	9_2	64	FALSE	first_target	9	coast-shore	-0.0597014925373134
yes	shore	coast	naqo	9_2	68	FALSE	first_target	9	coast-shore	0
no	ceiling	pair	mufi	9_1	77	FALSE	first_target	9	ceiling-pair	0.134328358208955
yes	coast	shore	naqo	9_2	88	FALSE	first_target	9	coast-shore	0.298507462686567
yes	couple	pair	mufi	9_2	96	FALSE	first_target	9	couple-pair	0.417910447761194
no	theft	coast	mata	9_1	97	FALSE	first_target	9	coast-theft	0.432835820895522
yes	shore	coast	naqo	9_2	100	FALSE	first_target	9	coast-shore	0.477611940298507
yes	job	task	rupo	9_2	102	FALSE	first_target	9	job-task	0.507462686567164
no	liver	couple	foha	9_1	103	FALSE	first_target	9	couple-liver	0.522388059701492
no	theft	couple	mata	9_2	104	FALSE	first_target	9	couple-theft	0.537313432835821
yes	task	job	rupo	9_2	110	FALSE	first_target	9	job-task	0.626865671641791
yes	coast	shore	naqo	9_1	111	FALSE	first_target	9	coast-shore	0.641791044776119
no	article	pair	mufi	9_1	117	FALSE	first_target	9	article-pair	0.73134328358209
no	couple	task	mata	9_2	118	FALSE	first_target	9	couple-task	0.746268656716418
yes	coast	shore	naqo	9_2	122	FALSE	first_target	9	coast-shore	0.805970149253731
no	article	task	nifa	9_2	124	FALSE	first_target	9	article-task	0.835820895522388
no	liver	couple	nifa	9_1	125	FALSE	first_target	9	couple-liver	0.850746268656716
no	theft	couple	mata	9_2	126	FALSE	first_target	9	couple-theft	0.865671641791045
no	law	engine	weho	10_2	46	FALSE	first_baseline	10	engine-law	-0.328358208955224
no	motor	drizzle	noro	10_1	47	FALSE	first_baseline	10	drizzle-motor	-0.313432835820896
yes	fashion	style	paqu	10_2	48	FALSE	first_baseline	10	fashion-style	-0.298507462686567
no	drizzle	motor	noro	10_1	51	FALSE	first_baseline	10	drizzle-motor	-0.253731343283582
no	drizzle	style	nuni	10_2	54	FALSE	first_baseline	10	drizzle-style	-0.208955223880597
no	style	drizzle	paqu	10_2	56	FALSE	first_baseline	10	drizzle-style	-0.17910447761194
no	style	drizzle	nuni	10_2	58	FALSE	first_baseline	10	drizzle-style	-0.149253731343284
no	drizzle	fashion	nuni	10_1	61	FALSE	first_baseline	10	drizzle-fashion	-0.104477611940299
no	drizzle	engine	paqu	10_2	64	FALSE	first_baseline	10	drizzle-engine	-0.0597014925373134
no	drizzle	fashion	nuni	10_2	72	FALSE	first_baseline	10	drizzle-fashion	0.0597014925373134
no	fashion	drizzle	nuni	10_1	73	FALSE	first_baseline	10	drizzle-fashion	0.0746268656716418
no	drizzle	style	nuni	10_1	77	FALSE	first_baseline	10	drizzle-style	0.134328358208955
no	legion	drizzle	weho	10_2	78	FALSE	first_baseline	10	drizzle-legion	0.149253731343284
no	college	engine	qere	10_1	79	FALSE	first_baseline	10	college-engine	0.164179104477612
no	fashion	drizzle	nuni	10_2	82	FALSE	first_baseline	10	drizzle-fashion	0.208955223880597
no	drizzle	style	nuni	10_2	84	FALSE	first_baseline	10	drizzle-style	0.238805970149254
no	style	rain	nuni	10_2	88	FALSE	first_baseline	10	rain-style	0.298507462686567
no	college	fashion	nuni	10_1	89	FALSE	first_baseline	10	college-fashion	0.313432835820896
no	drizzle	engine	weho	10_2	92	FALSE	first_baseline	10	drizzle-engine	0.358208955223881
no	rain	style	nuni	10_2	94	FALSE	first_baseline	10	rain-style	0.388059701492537
no	engine	fashion	wufe	10_2	96	FALSE	first_baseline	10	engine-fashion	0.417910447761194
no	style	drizzle	nuni	10_2	100	FALSE	first_baseline	10	drizzle-style	0.477611940298507
no	bull	rain	hipo	10_1	103	FALSE	first_baseline	10	bull-rain	0.522388059701492
no	legion	engine	paqu	10_1	105	FALSE	first_baseline	10	engine-legion	0.552238805970149
no	motor	style	noro	10_1	107	FALSE	first_baseline	10	motor-style	0.582089552238806
no	legion	engine	weho	10_1	109	FALSE	first_baseline	10	engine-legion	0.611940298507463
yes	fashion	style	nuni	10_1	111	FALSE	first_baseline	10	fashion-style	0.641791044776119
yes	drizzle	rain	nuni	10_2	112	FALSE	first_baseline	10	drizzle-rain	0.656716417910448
no	fashion	engine	wufe	10_2	116	FALSE	first_baseline	10	engine-fashion	0.716417910447761
no	bull	rain	hipo	10_1	117	FALSE	first_baseline	10	bull-rain	0.73134328358209
yes	rain	drizzle	nuni	10_2	118	FALSE	first_baseline	10	drizzle-rain	0.746268656716418
yes	style	fashion	nuni	10_1	119	FALSE	first_baseline	10	fashion-style	0.761194029850746
no	bull	rain	hipo	10_1	127	FALSE	first_baseline	10	bull-rain	0.880597014925373
no	bull	rain	hipo	10_2	128	FALSE	first_baseline	10	bull-rain	0.895522388059702
no	style	motor	noro	10_1	129	FALSE	first_baseline	10	motor-style	0.91044776119403
no	drizzle	fashion	nuni	10_2	130	FALSE	first_baseline	10	drizzle-fashion	0.925373134328358
no	law	engine	weho	10_1	131	FALSE	first_baseline	10	engine-law	0.940298507462687
yes	fashion	style	nuni	10_1	135	FALSE	first_baseline	10	fashion-style	1
no	topic	engine	qeni	11_2	46	FALSE	first_target	11	engine-topic	-0.328358208955224
no	shore	motor	nafi	11_2	50	FALSE	first_target	11	motor-shore	-0.26865671641791
no	motor	purse	hopa	11_1	51	FALSE	first_target	11	motor-purse	-0.253731343283582
no	second	shore	neqa	11_1	65	FALSE	first_target	11	second-shore	-0.0447761194029851
no	second	shore	neqa	11_2	66	FALSE	first_target	11	second-shore	-0.0298507462686567
no	topic	motor	hopa	11_1	69	FALSE	first_target	11	motor-topic	0.0149253731343284
no	second	motor	qumo	11_1	71	FALSE	first_target	11	motor-second	0.0447761194029851
no	engine	bag	qeni	11_2	76	FALSE	first_target	11	bag-engine	0.119402985074627
no	purse	motor	hopa	11_2	78	FALSE	first_target	11	motor-purse	0.149253731343284
no	shore	bag	neqa	11_2	82	FALSE	first_target	11	bag-shore	0.208955223880597
