colextarget	copair	meaning	signal	sender	row	isburnin	condition	dyad	meaningpair	row2
no	south	danger	lopa	5005_1	67	FALSE	new_target	5005	danger-south	-0.0149253731343284
no	guest	engine	nulo	5005_2	72	FALSE	new_target	5005	engine-guest	0.0597014925373134
no	people	danger	noqi	5005_2	74	FALSE	new_target	5005	danger-people	0.0895522388059701
yes	motor	engine	nulo	5005_1	75	FALSE	new_target	5005	engine-motor	0.104477611940299
yes	engine	motor	nulo	5005_2	76	FALSE	new_target	5005	engine-motor	0.119402985074627
yes	motor	engine	hisi	5005_2	78	FALSE	new_target	5005	engine-motor	0.149253731343284
no	engine	threat	hisi	5005_2	82	FALSE	new_target	5005	engine-threat	0.208955223880597
yes	engine	motor	nulo	5005_1	83	FALSE	new_target	5005	engine-motor	0.223880597014925
no	south	danger	lopa	5005_1	85	FALSE	new_target	5005	danger-south	0.253731343283582
no	danger	engine	noqi	5005_2	86	FALSE	new_target	5005	danger-engine	0.26865671641791
yes	threat	danger	huna	5005_2	92	FALSE	new_target	5005	danger-threat	0.358208955223881
no	purse	threat	huna	5005_1	93	FALSE	new_target	5005	purse-threat	0.373134328358209
no	threat	motor	hisi	5005_2	94	FALSE	new_target	5005	motor-threat	0.388059701492537
no	arm	bag	laso	5005_1	109	FALSE	new_target	5005	arm-bag	0.611940298507463
no	arm	purse	laso	5005_2	110	FALSE	new_target	5005	arm-purse	0.626865671641791
no	south	danger	lopa	5005_1	113	FALSE	new_target	5005	danger-south	0.671641791044776
no	engine	threat	noqi	5005_2	120	FALSE	new_target	5005	engine-threat	0.776119402985075
no	danger	engine	huna	5005_2	128	FALSE	new_target	5005	danger-engine	0.895522388059702
no	threat	engine	huna	5005_1	129	FALSE	new_target	5005	engine-threat	0.91044776119403
no	purse	threat	wuqu	5005_2	132	FALSE	new_target	5005	purse-threat	0.955223880597015
no	bag	danger	qanu	5005_1	133	FALSE	new_target	5005	bag-danger	0.970149253731343
yes	threat	danger	noqi	5005_2	134	FALSE	new_target	5005	danger-threat	0.985074626865672
no	salad	couple	qiti	5006_1	49	FALSE	new_baseline	5006	couple-salad	-0.283582089552239
no	dirt	danger	ropo	5006_2	50	FALSE	new_baseline	5006	danger-dirt	-0.26865671641791
no	dirt	danger	ropo	5006_2	54	FALSE	new_baseline	5006	danger-dirt	-0.208955223880597
no	trial	author	mawu	5006_1	55	FALSE	new_baseline	5006	author-trial	-0.194029850746269
no	dirt	threat	qiti	5006_2	56	FALSE	new_baseline	5006	dirt-threat	-0.17910447761194
yes	couple	pair	qiti	5006_1	57	FALSE	new_baseline	5006	couple-pair	-0.164179104477612
no	trial	threat	runi	5006_1	61	FALSE	new_baseline	5006	threat-trial	-0.104477611940299
yes	danger	threat	ropo	5006_2	68	FALSE	new_baseline	5006	danger-threat	0
no	salad	pair	qiti	5006_1	75	FALSE	new_baseline	5006	pair-salad	0.104477611940299
no	couple	creator	qemo	5006_1	77	FALSE	new_baseline	5006	couple-creator	0.134328358208955
no	threat	couple	qiti	5006_2	78	FALSE	new_baseline	5006	couple-threat	0.149253731343284
no	trial	author	mawu	5006_2	80	FALSE	new_baseline	5006	author-trial	0.17910447761194
yes	threat	danger	ropo	5006_2	86	FALSE	new_baseline	5006	danger-threat	0.26865671641791
yes	pair	couple	qiti	5006_1	87	FALSE	new_baseline	5006	couple-pair	0.283582089552239
yes	couple	pair	qiti	5006_1	89	FALSE	new_baseline	5006	couple-pair	0.313432835820896
yes	couple	pair	qiti	5006_2	98	FALSE	new_baseline	5006	couple-pair	0.447761194029851
no	trial	author	mawu	5006_1	99	FALSE	new_baseline	5006	author-trial	0.462686567164179
no	dirt	danger	ropo	5006_1	103	FALSE	new_baseline	5006	danger-dirt	0.522388059701492
no	trial	threat	runi	5006_2	104	FALSE	new_baseline	5006	threat-trial	0.537313432835821
no	club	pair	hami	5006_2	112	FALSE	new_baseline	5006	club-pair	0.656716417910448
no	dirt	danger	ropo	5006_1	115	FALSE	new_baseline	5006	danger-dirt	0.701492537313433
no	trial	threat	mawu	5006_1	119	FALSE	new_baseline	5006	threat-trial	0.761194029850746
no	trial	couple	mawu	5006_2	120	FALSE	new_baseline	5006	couple-trial	0.776119402985075
no	couple	author	mawu	5006_2	122	FALSE	new_baseline	5006	author-couple	0.805970149253731
yes	danger	threat	ropo	5006_2	124	FALSE	new_baseline	5006	danger-threat	0.835820895522388
no	pair	threat	miha	5006_1	125	FALSE	new_baseline	5006	pair-threat	0.850746268656716
no	dirt	danger	ropo	5006_1	127	FALSE	new_baseline	5006	danger-dirt	0.880597014925373
yes	threat	danger	ropo	5006_2	128	FALSE	new_baseline	5006	danger-threat	0.895522388059702
no	salad	creator	qemo	5006_1	129	FALSE	new_baseline	5006	creator-salad	0.91044776119403
yes	danger	threat	ropo	5006_1	131	FALSE	new_baseline	5006	danger-threat	0.940298507462687
no	trial	author	mawu	5006_1	133	FALSE	new_baseline	5006	author-trial	0.970149253731343
no	medium	couple	nupo	5007_2	48	FALSE	new_target	5007	couple-medium	-0.298507462686567
no	threat	pair	hise	5007_1	49	FALSE	new_target	5007	pair-threat	-0.283582089552239
no	capital	creator	wiqo	5007_2	50	FALSE	new_target	5007	capital-creator	-0.26865671641791
yes	pair	couple	roro	5007_2	54	FALSE	new_target	5007	couple-pair	-0.208955223880597
no	meal	creator	fili	5007_1	57	FALSE	new_target	5007	creator-meal	-0.164179104477612
no	capital	pair	nupo	5007_1	59	FALSE	new_target	5007	capital-pair	-0.134328358208955
no	capital	creator	hise	5007_2	62	FALSE	new_target	5007	capital-creator	-0.0895522388059701
no	medium	threat	quhe	5007_1	63	FALSE	new_target	5007	medium-threat	-0.0746268656716418
no	meal	pair	fara	5007_1	67	FALSE	new_target	5007	meal-pair	-0.0149253731343284
no	creator	danger	fili	5007_1	69	FALSE	new_target	5007	creator-danger	0.0149253731343284
no	meal	couple	qopi	5007_1	71	FALSE	new_target	5007	couple-meal	0.0447761194029851
no	meal	threat	wiqo	5007_2	72	FALSE	new_target	5007	meal-threat	0.0597014925373134
no	threat	author	renu	5007_2	74	FALSE	new_target	5007	author-threat	0.0895522388059701
yes	couple	pair	roro	5007_2	78	FALSE	new_target	5007	couple-pair	0.149253731343284
no	author	danger	renu	5007_2	80	FALSE	new_target	5007	author-danger	0.17910447761194
no	oak	danger	fili	5007_1	85	FALSE	new_target	5007	danger-oak	0.253731343283582
no	threat	creator	wiqo	5007_2	86	FALSE	new_target	5007	creator-threat	0.26865671641791
no	creator	danger	fili	5007_2	92	FALSE	new_target	5007	creator-danger	0.358208955223881
no	pair	threat	nupo	5007_1	93	FALSE	new_target	5007	pair-threat	0.373134328358209
no	pair	author	roro	5007_1	95	FALSE	new_target	5007	author-pair	0.402985074626866
no	capital	author	hise	5007_2	96	FALSE	new_target	5007	author-capital	0.417910447761194
no	capital	creator	hise	5007_2	100	FALSE	new_target	5007	capital-creator	0.477611940298507
no	capital	creator	hise	5007_1	101	FALSE	new_target	5007	capital-creator	0.492537313432836
no	medium	danger	renu	5007_2	102	FALSE	new_target	5007	danger-medium	0.507462686567164
no	oak	danger	fili	5007_1	107	FALSE	new_target	5007	danger-oak	0.582089552238806
no	medium	couple	quhe	5007_1	109	FALSE	new_target	5007	couple-medium	0.611940298507463
no	capital	danger	fili	5007_2	110	FALSE	new_target	5007	capital-danger	0.626865671641791
yes	danger	threat	fili	5007_2	114	FALSE	new_target	5007	danger-threat	0.686567164179104
no	couple	creator	quhe	5007_1	115	FALSE	new_target	5007	couple-creator	0.701492537313433
yes	threat	danger	fili	5007_2	116	FALSE	new_target	5007	danger-threat	0.716417910447761
no	medium	author	roro	5007_1	117	FALSE	new_target	5007	author-medium	0.73134328358209
no	oak	threat	fara	5007_2	118	FALSE	new_target	5007	oak-threat	0.746268656716418
no	threat	couple	nupo	5007_1	121	FALSE	new_target	5007	couple-threat	0.791044776119403
no	creator	pair	hise	5007_1	127	FALSE	new_target	5007	creator-pair	0.880597014925373
no	medium	author	roro	5007_2	128	FALSE	new_target	5007	author-medium	0.895522388059702
no	creator	pair	quhe	5007_1	129	FALSE	new_target	5007	creator-pair	0.91044776119403
no	pair	threat	fara	5007_1	133	FALSE	new_target	5007	pair-threat	0.970149253731343
no	winner	style	mihe	5010_1	47	FALSE	new_baseline	5010	style-winner	-0.313432835820896
yes	drizzle	rain	nehu	5010_2	48	FALSE	new_baseline	5010	drizzle-rain	-0.298507462686567
no	task	fashion	muqi	5010_1	51	FALSE	new_baseline	5010	fashion-task	-0.253731343283582
yes	style	fashion	mihe	5010_1	53	FALSE	new_baseline	5010	fashion-style	-0.223880597014925
yes	style	fashion	hili	5010_2	56	FALSE	new_baseline	5010	fashion-style	-0.17910447761194
no	loop	job	nehu	5010_1	57	FALSE	new_baseline	5010	job-loop	-0.164179104477612
no	cattle	drizzle	qosi	5010_2	58	FALSE	new_baseline	5010	cattle-drizzle	-0.149253731343284
yes	drizzle	rain	qosi	5010_2	60	FALSE	new_baseline	5010	drizzle-rain	-0.119402985074627
yes	fashion	style	hili	5010_1	61	FALSE	new_baseline	5010	fashion-style	-0.104477611940299
yes	job	task	hune	5010_2	62	FALSE	new_baseline	5010	job-task	-0.0895522388059701
yes	drizzle	rain	nami	5010_1	63	FALSE	new_baseline	5010	drizzle-rain	-0.0746268656716418
no	winner	job	pofo	5010_2	64	FALSE	new_baseline	5010	job-winner	-0.0597014925373134
yes	rain	drizzle	nami	5010_2	68	FALSE	new_baseline	5010	drizzle-rain	0
yes	style	fashion	hili	5010_1	69	FALSE	new_baseline	5010	fashion-style	0.0149253731343284
yes	task	job	hune	5010_2	70	FALSE	new_baseline	5010	job-task	0.0298507462686567
yes	rain	drizzle	nopa	5010_1	71	FALSE	new_baseline	5010	drizzle-rain	0.0447761194029851
yes	fashion	style	hili	5010_1	73	FALSE	new_baseline	5010	fashion-style	0.0746268656716418
yes	drizzle	rain	nami	5010_2	74	FALSE	new_baseline	5010	drizzle-rain	0.0895522388059701
yes	rain	drizzle	nami	5010_1	77	FALSE	new_baseline	5010	drizzle-rain	0.134328358208955
yes	job	task	pofo	5010_2	78	FALSE	new_baseline	5010	job-task	0.149253731343284
no	rain	job	hune	5010_1	79	FALSE	new_baseline	5010	job-rain	0.164179104477612
no	bench	job	qato	5010_2	82	FALSE	new_baseline	5010	bench-job	0.208955223880597
no	winner	task	pofo	5010_1	83	FALSE	new_baseline	5010	task-winner	0.223880597014925
no	bench	drizzle	nopa	5010_2	86	FALSE	new_baseline	5010	bench-drizzle	0.26865671641791
no	fashion	rain	hili	5010_2	90	FALSE	new_baseline	5010	fashion-rain	0.328358208955224
yes	drizzle	rain	nami	5010_1	91	FALSE	new_baseline	5010	drizzle-rain	0.343283582089552
no	job	style	hune	5010_2	94	FALSE	new_baseline	5010	job-style	0.388059701492537
no	rain	style	hili	5010_2	98	FALSE	new_baseline	5010	rain-style	0.447761194029851
yes	style	fashion	hili	5010_2	102	FALSE	new_baseline	5010	fashion-style	0.507462686567164
no	fashion	drizzle	hili	5010_2	110	FALSE	new_baseline	5010	drizzle-fashion	0.626865671641791
no	drizzle	fashion	hili	5010_2	112	FALSE	new_baseline	5010	drizzle-fashion	0.656716417910448
no	drizzle	style	nopa	5010_2	114	FALSE	new_baseline	5010	drizzle-style	0.686567164179104
yes	fashion	style	hili	5010_2	124	FALSE	new_baseline	5010	fashion-style	0.835820895522388
yes	job	task	hune	5010_1	125	FALSE	new_baseline	5010	job-task	0.850746268656716
no	bench	task	nopa	5010_2	126	FALSE	new_baseline	5010	bench-task	0.865671641791045
yes	style	fashion	hili	5010_2	130	FALSE	new_baseline	5010	fashion-style	0.925373134328358
yes	task	job	hune	5010_1	135	FALSE	new_baseline	5010	job-task	1
no	south	bag	fafe	5011_2	46	FALSE	new_target	5011	bag-south	-0.328358208955224
no	legion	danger	qani	5011_2	48	FALSE	new_target	5011	danger-legion	-0.298507462686567
no	season	purse	fafe	5011_1	49	FALSE	new_target	5011	purse-season	-0.283582089552239
yes	threat	danger	noqu	5011_2	56	FALSE	new_target	5011	danger-threat	-0.17910447761194
yes	bag	purse	fafe	5011_2	58	FALSE	new_target	5011	bag-purse	-0.149253731343284
no	threat	engine	huri	5011_1	59	FALSE	new_target	5011	engine-threat	-0.134328358208955
no	danger	motor	qowa	5011_1	61	FALSE	new_target	5011	danger-motor	-0.104477611940299
no	motor	threat	qowa	5011_2	64	FALSE	new_target	5011	motor-threat	-0.0597014925373134
yes	threat	danger	qowa	5011_2	66	FALSE	new_target	5011	danger-threat	-0.0298507462686567
no	chair	motor	noqu	5011_2	72	FALSE	new_target	5011	chair-motor	0.0597014925373134
no	legion	danger	noqu	5011_1	75	FALSE	new_target	5011	danger-legion	0.104477611940299
no	motor	purse	rihu	5011_2	76	FALSE	new_target	5011	motor-purse	0.119402985074627
yes	danger	threat	qowa	5011_2	80	FALSE	new_target	5011	danger-threat	0.17910447761194
no	motor	purse	rihu	5011_1	83	FALSE	new_target	5011	motor-purse	0.223880597014925
no	chair	danger	qani	5011_2	88	FALSE	new_target	5011	chair-danger	0.298507462686567
yes	motor	engine	qowa	5011_1	89	FALSE	new_target	5011	engine-motor	0.313432835820896
no	danger	bag	qani	5011_2	92	FALSE	new_target	5011	bag-danger	0.358208955223881
yes	engine	motor	huri	5011_1	101	FALSE	new_target	5011	engine-motor	0.492537313432836
yes	engine	motor	qowa	5011_1	107	FALSE	new_target	5011	engine-motor	0.582089552238806
yes	threat	danger	qowa	5011_2	110	FALSE	new_target	5011	danger-threat	0.626865671641791
no	danger	motor	qowa	5011_2	112	FALSE	new_target	5011	danger-motor	0.656716417910448
no	chair	purse	fafe	5011_2	116	FALSE	new_target	5011	chair-purse	0.716417910447761
no	bag	threat	qani	5011_2	122	FALSE	new_target	5011	bag-threat	0.805970149253731
yes	purse	bag	rihu	5011_2	126	FALSE	new_target	5011	bag-purse	0.865671641791045
yes	motor	engine	huri	5011_1	127	FALSE	new_target	5011	engine-motor	0.880597014925373
no	creator	pair	mefe	5014_2	46	FALSE	new_baseline	5014	creator-pair	-0.328358208955224
yes	creator	author	hima	5014_1	53	FALSE	new_baseline	5014	author-creator	-0.223880597014925
no	vessel	threat	mapu	5014_2	54	FALSE	new_baseline	5014	threat-vessel	-0.208955223880597
no	school	creator	wune	5014_2	56	FALSE	new_baseline	5014	creator-school	-0.17910447761194
no	threat	couple	mapu	5014_2	58	FALSE	new_baseline	5014	couple-threat	-0.149253731343284
yes	couple	pair	hima	5014_2	62	FALSE	new_baseline	5014	couple-pair	-0.0895522388059701
yes	author	creator	hima	5014_1	63	FALSE	new_baseline	5014	author-creator	-0.0746268656716418
no	supper	threat	hoti	5014_1	65	FALSE	new_baseline	5014	supper-threat	-0.0447761194029851
yes	pair	couple	hima	5014_2	66	FALSE	new_baseline	5014	couple-pair	-0.0298507462686567
no	vessel	danger	mefe	5014_1	67	FALSE	new_baseline	5014	danger-vessel	-0.0149253731343284
no	author	pair	lowa	5014_2	70	FALSE	new_baseline	5014	author-pair	0.0298507462686567
no	code	pair	qalo	5014_1	71	FALSE	new_baseline	5014	code-pair	0.0447761194029851
no	code	danger	qonu	5014_2	72	FALSE	new_baseline	5014	code-danger	0.0597014925373134
no	supper	couple	qalo	5014_2	74	FALSE	new_baseline	5014	couple-supper	0.0895522388059701
no	danger	pair	qonu	5014_2	76	FALSE	new_baseline	5014	danger-pair	0.119402985074627
no	couple	threat	qalo	5014_2	78	FALSE	new_baseline	5014	couple-threat	0.149253731343284
no	school	couple	wune	5014_1	81	FALSE	new_baseline	5014	couple-school	0.194029850746269
yes	threat	danger	hoti	5014_1	89	FALSE	new_baseline	5014	danger-threat	0.313432835820896
no	pair	author	lowa	5014_2	92	FALSE	new_baseline	5014	author-pair	0.358208955223881
yes	danger	threat	hoti	5014_1	93	FALSE	new_baseline	5014	danger-threat	0.373134328358209
no	threat	pair	qalo	5014_2	94	FALSE	new_baseline	5014	pair-threat	0.388059701492537
no	supper	creator	mefe	5014_2	96	FALSE	new_baseline	5014	creator-supper	0.417910447761194
yes	threat	danger	hoti	5014_1	97	FALSE	new_baseline	5014	danger-threat	0.432835820895522
no	creator	danger	mefe	5014_2	102	FALSE	new_baseline	5014	creator-danger	0.507462686567164
no	supper	danger	qalo	5014_2	108	FALSE	new_baseline	5014	danger-supper	0.597014925373134
yes	danger	threat	qalo	5014_2	112	FALSE	new_baseline	5014	danger-threat	0.656716417910448
no	vessel	danger	hima	5014_2	114	FALSE	new_baseline	5014	danger-vessel	0.686567164179104
yes	creator	author	hima	5014_1	117	FALSE	new_baseline	5014	author-creator	0.73134328358209
no	threat	couple	qalo	5014_2	118	FALSE	new_baseline	5014	couple-threat	0.746268656716418
no	vessel	couple	qalo	5014_1	121	FALSE	new_baseline	5014	couple-vessel	0.791044776119403
no	vessel	author	qalo	5014_2	122	FALSE	new_baseline	5014	author-vessel	0.805970149253731
no	supper	danger	mefe	5014_2	126	FALSE	new_baseline	5014	danger-supper	0.865671641791045
no	code	threat	hoti	5014_1	127	FALSE	new_baseline	5014	code-threat	0.880597014925373
no	danger	author	mefe	5014_2	132	FALSE	new_baseline	5014	author-danger	0.955223880597015
yes	author	creator	hima	5014_1	135	FALSE	new_baseline	5014	author-creator	1
no	society	couple	mano	5015_2	50	FALSE	new_target	5015	couple-society	-0.26865671641791
no	lung	coast	rehe	5015_2	52	FALSE	new_target	5015	coast-lung	-0.238805970149254
yes	couple	pair	mano	5015_2	54	FALSE	new_target	5015	couple-pair	-0.208955223880597
no	society	shore	qiru	5015_1	57	FALSE	new_target	5015	shore-society	-0.164179104477612
yes	job	task	memu	5015_1	59	FALSE	new_target	5015	job-task	-0.134328358208955
yes	coast	shore	quhi	5015_1	61	FALSE	new_target	5015	coast-shore	-0.104477611940299
no	chapel	coast	quhi	5015_2	62	FALSE	new_target	5015	chapel-coast	-0.0895522388059701
no	society	couple	mano	5015_1	63	FALSE	new_target	5015	couple-society	-0.0746268656716418
no	lung	coast	heqo	5015_2	66	FALSE	new_target	5015	coast-lung	-0.0298507462686567
no	chapel	shore	heqo	5015_1	69	FALSE	new_target	5015	chapel-shore	0.0149253731343284
no	society	pair	mano	5015_2	70	FALSE	new_target	5015	pair-society	0.0298507462686567
no	society	task	memu	5015_2	72	FALSE	new_target	5015	society-task	0.0597014925373134
yes	task	job	memu	5015_2	76	FALSE	new_target	5015	job-task	0.119402985074627
no	couple	task	himi	5015_1	77	FALSE	new_target	5015	couple-task	0.134328358208955
yes	task	job	himi	5015_1	79	FALSE	new_target	5015	job-task	0.164179104477612
yes	couple	pair	mano	5015_1	81	FALSE	new_target	5015	couple-pair	0.194029850746269
no	task	pair	memu	5015_1	83	FALSE	new_target	5015	pair-task	0.223880597014925
yes	shore	coast	heqo	5015_1	85	FALSE	new_target	5015	coast-shore	0.253731343283582
yes	pair	couple	mano	5015_1	87	FALSE	new_target	5015	couple-pair	0.283582089552239
no	society	pair	mano	5015_1	91	FALSE	new_target	5015	pair-society	0.343283582089552
yes	job	task	memu	5015_2	92	FALSE	new_target	5015	job-task	0.358208955223881
yes	coast	shore	heqo	5015_2	94	FALSE	new_target	5015	coast-shore	0.388059701492537
no	pair	job	memu	5015_1	95	FALSE	new_target	5015	job-pair	0.402985074626866
no	lung	shore	qiru	5015_2	96	FALSE	new_target	5015	lung-shore	0.417910447761194
no	chapel	shore	faha	5015_2	98	FALSE	new_target	5015	chapel-shore	0.447761194029851
yes	pair	couple	mano	5015_2	102	FALSE	new_target	5015	couple-pair	0.507462686567164
yes	pair	couple	mano	5015_1	105	FALSE	new_target	5015	couple-pair	0.552238805970149
no	chapel	task	nena	5015_2	106	FALSE	new_target	5015	chapel-task	0.567164179104478
yes	job	task	memu	5015_1	107	FALSE	new_target	5015	job-task	0.582089552238806
no	shore	pair	heqo	5015_2	110	FALSE	new_target	5015	pair-shore	0.626865671641791
no	lung	job	rehe	5015_1	113	FALSE	new_target	5015	job-lung	0.671641791044776
yes	shore	coast	quhi	5015_1	115	FALSE	new_target	5015	coast-shore	0.701492537313433
yes	shore	coast	faha	5015_2	116	FALSE	new_target	5015	coast-shore	0.716417910447761
no	chapel	shore	himi	5015_2	118	FALSE	new_target	5015	chapel-shore	0.746268656716418
no	society	pair	mano	5015_2	120	FALSE	new_target	5015	pair-society	0.776119402985075
yes	task	job	memu	5015_2	124	FALSE	new_target	5015	job-task	0.835820895522388
yes	couple	pair	mano	5015_1	125	FALSE	new_target	5015	couple-pair	0.850746268656716
yes	job	task	memu	5015_2	132	FALSE	new_target	5015	job-task	0.955223880597015
no	society	couple	mano	5015_1	133	FALSE	new_target	5015	couple-society	0.970149253731343
no	pair	coast	heqo	5015_2	134	FALSE	new_target	5015	coast-pair	0.985074626865672
yes	engine	motor	fomo	5017_1	47	FALSE	new_target	5017	engine-motor	-0.313432835820896
yes	motor	engine	fomo	5017_1	59	FALSE	new_target	5017	engine-motor	-0.134328358208955
yes	engine	motor	fomo	5017_1	67	FALSE	new_target	5017	engine-motor	-0.0149253731343284
yes	motor	engine	fomo	5017_1	69	FALSE	new_target	5017	engine-motor	0.0149253731343284
no	august	engine	lefo	5017_1	89	FALSE	new_target	5017	august-engine	0.313432835820896
yes	engine	motor	fomo	5017_1	91	FALSE	new_target	5017	engine-motor	0.343283582089552
yes	motor	engine	fomo	5017_1	111	FALSE	new_target	5017	engine-motor	0.641791044776119
yes	motor	engine	fomo	5017_2	114	FALSE	new_target	5017	engine-motor	0.686567164179104
yes	threat	danger	wuma	5017_2	118	FALSE	new_target	5017	danger-threat	0.746268656716418
yes	danger	threat	wuma	5017_2	126	FALSE	new_target	5017	danger-threat	0.865671641791045
yes	engine	motor	fomo	5017_2	132	FALSE	new_target	5017	engine-motor	0.955223880597015
yes	zone	area	qota	5020_2	46	FALSE	new_baseline	5020	area-zone	-0.328358208955224
no	college	style	wisu	5020_1	47	FALSE	new_baseline	5020	college-style	-0.313432835820896
no	fashion	drizzle	wawi	5020_2	54	FALSE	new_baseline	5020	drizzle-fashion	-0.208955223880597
yes	style	fashion	wisu	5020_1	61	FALSE	new_baseline	5020	fashion-style	-0.104477611940299
no	college	rain	wisu	5020_2	64	FALSE	new_baseline	5020	college-rain	-0.0597014925373134
no	trial	zone	ququ	5020_2	68	FALSE	new_baseline	5020	trial-zone	0
yes	rain	drizzle	wawi	5020_1	69	FALSE	new_baseline	5020	drizzle-rain	0.0149253731343284
yes	fashion	style	lasa	5020_1	77	FALSE	new_baseline	5020	fashion-style	0.134328358208955
no	college	fashion	wisu	5020_2	80	FALSE	new_baseline	5020	college-fashion	0.17910447761194
no	college	drizzle	wawi	5020_2	84	FALSE	new_baseline	5020	college-drizzle	0.238805970149254
yes	drizzle	rain	wawi	5020_1	85	FALSE	new_baseline	5020	drizzle-rain	0.253731343283582
no	college	fashion	wisu	5020_1	89	FALSE	new_baseline	5020	college-fashion	0.313432835820896
yes	rain	drizzle	wawi	5020_1	91	FALSE	new_baseline	5020	drizzle-rain	0.343283582089552
yes	drizzle	rain	wawi	5020_2	94	FALSE	new_baseline	5020	drizzle-rain	0.388059701492537
no	trial	fashion	lasa	5020_1	97	FALSE	new_baseline	5020	fashion-trial	0.432835820895522
yes	style	fashion	lasa	5020_2	100	FALSE	new_baseline	5020	fashion-style	0.477611940298507
no	fashion	rain	wisu	5020_2	102	FALSE	new_baseline	5020	fashion-rain	0.507462686567164
yes	drizzle	rain	wawi	5020_1	107	FALSE	new_baseline	5020	drizzle-rain	0.582089552238806
yes	fashion	style	lasa	5020_1	109	FALSE	new_baseline	5020	fashion-style	0.611940298507463
no	scheme	zone	pifa	5020_2	110	FALSE	new_baseline	5020	scheme-zone	0.626865671641791
no	college	drizzle	wawi	5020_2	112	FALSE	new_baseline	5020	college-drizzle	0.656716417910448
yes	style	fashion	lasa	5020_1	113	FALSE	new_baseline	5020	fashion-style	0.671641791044776
no	trial	zone	pifa	5020_1	123	FALSE	new_baseline	5020	trial-zone	0.82089552238806
yes	fashion	style	lasa	5020_2	124	FALSE	new_baseline	5020	fashion-style	0.835820895522388
yes	fashion	style	lasa	5020_1	125	FALSE	new_baseline	5020	fashion-style	0.850746268656716
yes	style	fashion	lasa	5020_1	127	FALSE	new_baseline	5020	fashion-style	0.880597014925373
yes	fashion	style	lasa	5020_1	135	FALSE	new_baseline	5020	fashion-style	1
yes	motor	engine	wuso	5024_2	46	FALSE	new_baseline	5024	engine-motor	-0.328358208955224
yes	shore	coast	wiwi	5024_2	48	FALSE	new_baseline	5024	coast-shore	-0.298507462686567
yes	coast	shore	wiwi	5024_2	50	FALSE	new_baseline	5024	coast-shore	-0.26865671641791
no	style	motor	noha	5024_2	54	FALSE	new_baseline	5024	motor-style	-0.208955223880597
no	fashion	shore	noha	5024_1	57	FALSE	new_baseline	5024	fashion-shore	-0.164179104477612
no	sugar	fashion	renu	5024_2	58	FALSE	new_baseline	5024	fashion-sugar	-0.149253731343284
no	shore	style	niro	5024_1	59	FALSE	new_baseline	5024	shore-style	-0.134328358208955
no	sugar	style	niro	5024_2	60	FALSE	new_baseline	5024	style-sugar	-0.119402985074627
no	trial	engine	hemi	5024_2	64	FALSE	new_baseline	5024	engine-trial	-0.0597014925373134
yes	engine	motor	hemi	5024_2	68	FALSE	new_baseline	5024	engine-motor	0
yes	engine	motor	hemi	5024_1	73	FALSE	new_baseline	5024	engine-motor	0.0746268656716418
yes	motor	engine	hemi	5024_2	76	FALSE	new_baseline	5024	engine-motor	0.119402985074627
yes	shore	coast	wiwi	5024_2	88	FALSE	new_baseline	5024	coast-shore	0.298507462686567
no	parent	engine	quqi	5024_2	92	FALSE	new_baseline	5024	engine-parent	0.358208955223881
yes	engine	motor	hemi	5024_2	96	FALSE	new_baseline	5024	engine-motor	0.417910447761194
yes	motor	engine	hemi	5024_2	98	FALSE	new_baseline	5024	engine-motor	0.447761194029851
yes	coast	shore	wiwi	5024_2	112	FALSE	new_baseline	5024	coast-shore	0.656716417910448
no	trial	coast	wuso	5024_1	115	FALSE	new_baseline	5024	coast-trial	0.701492537313433
yes	shore	coast	wiwi	5024_2	118	FALSE	new_baseline	5024	coast-shore	0.746268656716418
yes	engine	motor	hemi	5024_2	122	FALSE	new_baseline	5024	engine-motor	0.805970149253731
no	trial	coast	wiwi	5024_1	127	FALSE	new_baseline	5024	coast-trial	0.880597014925373
yes	coast	shore	wiwi	5024_1	129	FALSE	new_baseline	5024	coast-shore	0.91044776119403
yes	shore	coast	wiwi	5024_1	131	FALSE	new_baseline	5024	coast-shore	0.940298507462687
no	trial	style	niro	5024_1	133	FALSE	new_baseline	5024	style-trial	0.970149253731343
yes	coast	shore	wiwi	5024_1	135	FALSE	new_baseline	5024	coast-shore	1
yes	rain	drizzle	qifo	5027_2	48	FALSE	new_target	5027	drizzle-rain	-0.298507462686567
no	motor	creator	hato	5027_1	51	FALSE	new_target	5027	creator-motor	-0.253731343283582
yes	motor	engine	hato	5027_2	52	FALSE	new_target	5027	engine-motor	-0.238805970149254
yes	drizzle	rain	qifo	5027_2	54	FALSE	new_target	5027	drizzle-rain	-0.208955223880597
no	club	motor	hato	5027_1	55	FALSE	new_target	5027	club-motor	-0.194029850746269
no	motor	creator	hato	5027_1	59	FALSE	new_target	5027	creator-motor	-0.134328358208955
yes	drizzle	rain	qifo	5027_1	63	FALSE	new_target	5027	drizzle-rain	-0.0746268656716418
no	engine	creator	hato	5027_2	64	FALSE	new_target	5027	creator-engine	-0.0597014925373134
no	creator	motor	hato	5027_2	74	FALSE	new_target	5027	creator-motor	0.0895522388059701
no	tax	author	faru	5027_1	83	FALSE	new_target	5027	author-tax	0.223880597014925
yes	rain	drizzle	qifo	5027_2	84	FALSE	new_target	5027	drizzle-rain	0.238805970149254
